"","Endothelial","CAFs","PVL","B-cells","T-cells","Myeloid","Normal Epithelial","Plasmablasts","Cancer Epithelial"
"X2f3e03a2.8764.4791.b53a.a599c6159e19",0.100159648435518,0.0224910268224846,0.0372080206665905,1.86965900756763e-05,3.18994581932682e-07,0.0469900038949765,0.560742045311863,8.52536079820783e-05,0.232304985675929
"X2f51534b.248b.4999.bc3f.e42a2e98332e",0.102754415932582,0.0724539980153763,0.0705248135733405,2.39114487692063e-07,0.0823557520552357,0.0108934906558889,0.345749110985401,0.0179425777414605,0.297325601926227
"X30285113.d411.475a.a8ed.1fb66be72f28",0.0456530806016185,0.408325952647368,0.0494847773768984,0.00893479419440561,0.00265528261545642,0.00799777266041723,0.315357269570629,1.22564857622592e-07,0.16159094776835
"X304b7293.0a76.4028.9a18.58c87c751ceb",0.0988093674661097,0.30212610874733,7.39858165326304e-06,0.0106341565821435,2.67444487700277e-06,0.0517730116163402,0.4746172079471,1.93729475621982e-07,0.0620298808849706
"X308e15c9.16b0.4f24.b9dc.e9dc91038579",0.195181239750785,0.195937288595802,0.00157069329252099,0.00123681865854051,5.42049151145671e-07,0.044379713884347,0.560056217519084,0.00163684080851437,6.45441254305264e-07
"X3099b2a6.0d46.4404.88b0.a3689b019c38",0.10068647322912,0.167195457258203,1.15323235479504e-05,0.0102294160122421,0.0473821518980333,0.0753731353186119,0.249543287626522,2.49771127519503e-07,0.349578296562593
"X30a67cbd.940c.40c4.9f86.a8ba9fe63177",0.222730664837106,0.338295661068533,2.65223502536512e-05,0.0126491646994682,0.0102896307306879,0.0382904887685181,0.301947938325604,0.00208305674749498,0.0736868724723338
"X3129e1d1.9844.4df4.b30e.29b1c438983b",0.125205675832308,0.389780858308401,1.8990494356015e-05,0.0149754226795714,0.0075845059431386,0.0407306906874005,0.205423668148051,0.000176017399945934,0.216104170506828
"X315f3deb.74b5.4b71.afe5.759c85a0a6cc",0.0606483622512408,0.0779872478727296,0.00185139312006182,0.0365892130982288,5.46290205965208e-07,0.0579548059324984,0.532692170187369,1.63586667794768e-06,0.232274625380987
"X316d8a79.9084.4355.9de7.e29503bf0864",0.33574154166152,0.194557222335211,0.000239899516153399,0.00834557851626125,8.38423294001118e-07,0.00829658496829669,0.452817564789115,4.74964375424928e-07,2.94825774106401e-07
"X31bdedf8.eb1c.48ae.8d96.e06c2b3f27d2",0.0583347206398592,0.126847744718964,0.0479970565343965,0.017354305811018,0.0348495057706654,0.0230116667070435,0.324984183058389,6.62836275250614e-07,0.36662015392339
"X31c69703.e318.4e31.aae8.c6cfabe61bc3",0.0710398209919336,0.0508974071638956,0.179688977891343,0.00889714877801005,0.178940329042651,0.0698336008825716,0.125292363267598,0.0104769131662759,0.304933438815721
"X32c15b29.da14.4eb5.8c86.39efc94319df",0.1365285233097,0.277500930501977,0.0440859119757181,0.00103566207152947,0.0189372233271555,0.0354895800405128,0.212988167215956,0.00116636522696317,0.272267636330488
"X32fdc0ce.d263.4622.8f8c.3df009bf2535",0.150221747955154,0.419011915195697,0.173769394826648,8.73741143220523e-07,0.0123591853874268,0.0264459886818097,0.133180688949172,2.16024475211459e-07,0.0850099892384732
"X3334577a.8045.4613.9a1b.e79fd62d5d6d",0.0773881862482697,0.160333615134741,0.138215278591025,0.00241037293130441,0.154162893418997,0.0889623520319053,0.129265563206759,7.01371785668887e-06,0.249254724719141
"X33527fe8.7215.45bd.8520.b290995b839d",0.0775104198462406,0.0437720895879405,0.0311238932703353,0.0011684238433471,0.00187170700898109,0.00827920844003633,0.000586026523204785,1.28015752378923e-06,0.835686951322391
"X33debcbe.cd9a.422d.8214.68606f68ac5a",0.0442071428174649,0.342201340240402,0.0555024227232994,7.76368539922171e-07,0.0255420648775825,0.0249145394604112,0.0713514377610863,0.00112242195308211,0.435157853798132
"X341e11ea.c1b6.4d66.999c.76ebb9c8b342",0.103306278243961,0.180632217734452,2.34623109601159e-07,2.38017144613005e-07,0.000227276915122497,0.114001511554684,0.560599225377363,2.5046893202583e-07,0.0412327670652312
"X343c349a.57ce.4599.8185.3ed2e15c6fdd",0.127305179120798,0.125663566651607,0.0337642845649609,0.0151494906710542,0.0172728093948512,0.0174568534616786,0.355280954370611,0.00756516147006858,0.300541700294372
"X34478743.530d.4d71.a124.90ad54ded5c1",0.186317844567528,0.16943560947838,0.000151330101838491,4.52220373220393e-07,6.50124460471096e-07,0.0422363675354336,0.593304720041562,0.00815636297554096,0.000396662954883783
"X34a0c8c5.8086.4f33.9ecb.7518035a4a7f",0.113403109047862,0.478898778004662,7.23321838013495e-07,0.0400276401160774,0.0025331082035198,0.0325746543948459,0.332561364538312,1.22570649011116e-07,4.99802233586676e-07
"X35120b68.e618.46a1.9641.1e635f633372",0.116887666683084,0.313197231638307,0.0104079358057558,0.0258210746921226,0.0292546194141596,0.0289982460689289,0.250906051267938,2.04003533429433e-07,0.224526970426171
"X352ec91a.6c0a.4d6e.b6bd.4237f5eebde9",0.0661116780227642,0.237225489960973,0.0886754969688765,1.03762742255915e-06,0.0536938539570003,0.125120095810317,0.0778059743832608,0.0462069282860441,0.305159444983341
"X3572211c.0611.4d67.9e71.c5a8f704bd1f",0.0877150611386788,0.116475260368375,0.0982729502447999,0.00802477346845013,0.0411661895865359,0.0365437528060833,0.257650285160243,0.00997478764650568,0.344176939580328
"X3574e83f.a983.425b.9082.63d5a32c01d6",0.019137512109366,0.0151653085326174,3.65836621071559e-07,2.41480364795497e-07,2.12662387368553e-07,0.00439026924060209,0.304724546648505,0.00118017289484899,0.655401370594688
"X358a0311.c6aa.456d.a52b.6b6b08b0a863",0.111013279557941,0.338887289345681,0.0416364669440711,0.00630342726317638,0.000522867665681051,0.019483953922741,0.179737476540249,7.92795457557805e-08,0.302415159480914
"X35da5f48.1c64.488b.8330.01e5fcbd9801",0.017265254449714,4.7717722759541e-07,0.0651984301675079,5.54633675518014e-07,0.0187285877668589,0.00178499870908848,0.307803428477468,1.50430803225932e-07,0.589218118187656
"X35ded490.54db.46b8.bc62.a5a9314cf0b2",0.67474217357657,0.244703836507775,7.11600238620966e-07,2.17370704551098e-07,1.43705868851177e-07,0.0264560431677244,0.0242122060488982,4.66689158005131e-07,0.0298842013330617
"X360280b4.a4eb.40f0.ac1a.35d6858f4aeb",0.18573534753016,0.208406244886377,0.000390678005069685,0.00283905512616948,0.0121013465707805,0.0187460820922795,0.343748170085632,0.00293312868555325,0.225099947017979
"X36125e17.48fd.4eea.874c.ed2e2e218402",0.162840195552657,0.191979827807732,0.122773393661704,0.00010369956525894,2.63990418256788e-07,1.90913262230578e-06,0.52229963179745,4.07667326267829e-07,6.70824831034037e-07
"X3621ce2e.a1eb.4a45.ac06.779a780b0b99",0.0358359663535194,0.0826469630065173,0.0463549184207653,2.92512738472648e-07,0.0596672754696093,0.0140538660798554,0.450718035972706,2.34794067264235e-07,0.310722447390222
"X3628bc49.6968.47a8.96e4.e47421a7152a",0.0725056174103803,0.102267866614912,0.0873285139492775,0.0210452643661908,0.14104798404079,0.229397929100053,0.20523443613924,0.0154264462422988,0.125745942136858
"X36998e69.e955.49da.b859.2092caff19cb",0.0462093353143322,0.0273907967052428,0.0150984509459047,1.4947587933418e-07,1.88591781365643e-07,0.0169666632863323,0.457148825273067,2.47901091131386e-07,0.437185342506369
"X36bbebb5.ba1e.4ac6.83b2.67ccd05e4939",0.111365312244122,0.181871218069379,3.48053251332878e-07,0.0194560711904414,1.92032486279494e-06,0.0150922527445796,0.554621382478554,2.87313285794862e-07,0.117591207581524
"X36e48370.2ecb.4d2c.91ab.7f7426647213",0.104535532903146,0.399258473940992,0.000489341715557815,0.0105245309228407,4.38489760155103e-07,0.0244191453115264,0.342105203357061,3.63537826218227e-07,0.11866696982129
"X370e6381.c31a.475b.b2c7.2c5de9e2c8ec",0.0822352990288411,0.236947051346068,3.94711864183695e-07,0.0118758125966838,3.98567977605394e-07,0.0118860518082822,0.341173012907873,4.9771681987258e-07,0.31588148131559
"X37157138.01ef.49a5.bc74.c45feaf411e2",0.466572164795329,0.21321764802651,2.03459512231867e-07,2.23210494579446e-07,1.08567707803382e-07,0.0179114769108275,0.288176651920898,1.26112451634176e-07,0.0141213969962696
"X3719879b.e7b9.42b4.974c.f69735086cad",0.206964259802087,0.225764531848975,9.95114963689622e-07,0.0113622754381475,0.00749480569842315,0.0146416299082261,0.426298392962025,0.0012733745814433,0.106199734645709
"X37d359b3.d8f5.44cf.8f30.57dfdbbab8c1",0.0776044212900187,0.141202487948223,1.08020795117242e-06,0.0401093602395946,0.0124359479744222,0.00842449575016321,0.720221202702703,1.73032951393756e-07,8.30853972870709e-07
"X381e687e.c27d.4794.981b.7c3c596a0246",0.064592547043181,0.24039390873236,0.0141246221756367,0.00854153284600091,0.0517554380186765,0.00317019318251596,0.565737667325995,1.83031470831784e-07,0.0516839076441631
"X3823e741.c29c.431e.9397.4d16a30ec473",0.119126550358213,0.147094175284187,0.0172873888390796,0.00589912822699863,0.0132130501773997,0.00708152901197668,0.444461742984629,6.45353069463295e-07,0.245835789764447
"X38387a4f.c65d.4075.8133.fdf259e919ed",0.158524029726278,0.314942122041852,2.53110874588275e-05,0.0327286851947442,0.0440344751748758,0.024578012319406,0.137547204681363,0.00181160090555174,0.285808558868471
"X387e08dc.a77e.4dd7.939c.1e6f515e692d",0.179906111857328,0.141587731744922,0.00422168839607569,0.01213681035854,0.0108218565357363,0.0100578527385846,0.562451797143611,2.22947138267342e-07,0.078815928278064
"X38b11e1f.1db0.4733.bdf6.fb64664027d4",0.108696515571717,0.175773237288716,0.0311731740769242,1.53678552048649e-07,1.81717025773064e-07,0.000727738030871762,0.267412690392,6.62674974113641e-08,0.416216242976696
"X39a75bde.24a0.4d26.8377.df045423f786",0.124078104810941,0.30980169566798,1.93294065346486e-06,0.0799284259121455,0.0106004300845526,0.0355766081666276,0.429130766491519,2.68818974882417e-07,0.0108817671066059
"X39e27085.909a.436b.b8e9.624c16303208",0.0478081382014434,0.165052061892046,0.0729651806399974,2.74007349882616e-06,0.0226818812678554,0.0234125204814556,0.0759589108318489,2.64013286421144e-07,0.592118302598568
"X39eaa466.f50c.402e.b127.b6b016d0480d",0.070549678465935,0.249646228640187,0.0382680047203346,0.00806260656715365,0.0247915917163185,0.0669679699748713,0.167218533968689,0.00536920819056704,0.369126177755944
"X3a264c56.869b.4572.89d5.12894386a0de",0.109483046187687,0.265087639990502,1.16211869767347e-06,0.0171150369342538,0.00132910618538828,0.0751981314141695,0.314580951101272,0.0202074838669542,0.196997442201077
"X3a6cc4be.eff8.4725.a416.46ed35316192",0.106234211681773,0.00939685523784146,0.248873600617368,0.000344384387771464,0.084593032636062,0.000798853751926083,0.160679803101618,2.75307415512579e-07,0.389078983278225
"X3a814d3d.749f.4066.b33b.3faf503d84bb",0.0308060102024654,0.018040147506556,0.0486362990825371,3.60032415703795e-06,5.27451167007744e-07,0.0218501863172698,0.365146239056608,2.02962514972407e-07,0.515516787096725
"X3aedd29b.c089.4319.a7cb.61411a737e92",0.0767385648593994,0.134570680926878,0.00952011077515939,0.00584729947161817,0.0016136287616689,0.0181371899621906,0.600488600511387,0.002689181187327,0.150394743544372
"X3b1b46e1.f475.46f0.af79.0b9296164be3",0.246144543082185,0.340020703002459,1.8927538217751e-06,0.0107781231772031,0.00620134192870696,0.0870998534114385,0.129407873943502,2.43191433234739e-07,0.180345425509251
"X3b509602.c9b3.4dba.86a4.13e2a3857bb4",0.0772529210495017,0.104994415097982,0.171903633096892,1.45301172598766e-06,0.0996131581274408,0.0133589015641148,0.217595799530925,0.0227355525986148,0.292544165922803
"X3bbc2702.3fa1.455a.9c68.bf082850d9be",0.0495991241895293,0.0462301156248496,0.0134090460893285,6.91086186158366e-05,0.0538461589184109,0.0248835961643521,0.227555119523105,1.16375846244084e-06,0.584406567113346
"X3c3c4741.8eda.46fe.8d36.2cd683f4a987",0.0947937888728867,0.322309051621137,0.0628198359298667,5.8352773761936e-06,4.27557948179732e-05,0.017182611934072,0.454276982749107,1.76991414989105e-07,0.0485689608293216
"X3c9c665e.9327.45f0.b412.224e8948deb2",0.0566731084271425,0.305987167007171,1.08699883087666e-06,0.0130658464953206,1.11761383741843e-06,0.0336813720354052,0.355786768529859,0.00152591731099104,0.233277615581442
"X3ccab1b1.39f2.4947.bbac.1c25750f0464",0.0902878648926296,0.340226560477621,0.0422425124240667,0.00903618161982629,0.0162970143662204,0.0635702928777302,0.036969061250224,0.0313782131034,0.369992298988281
"X3cd924c3.5000.49de.a253.92d1cfa9a09a",0.0957072528036492,0.119117236030938,0.174727358911266,5.96416419993953e-07,0.00888297492001809,0.0417786470320804,0.260630822479473,0.00207312321507033,0.297081988191084
"X3cf6f0ec.e11f.4a59.8d86.3e0bbc01f8e9",0.0913913141146445,0.179612088749802,0.014418171091496,0.0542043359968567,0.0967560177655393,0.159047152053865,0.312699996843311,0.0471342651270927,0.044736658257393
"X3d05d072.d042.4c02.aaf6.ee2e589003d6",0.0647405193314319,0.0424700095856468,0.178743312476055,0.00866636355028099,0.0619867545838603,0.00766312146237987,0.294554943118209,2.28866571093662e-07,0.341174747025565
"X3d1bf8fc.c86b.436e.ab0c.3734af129b09",0.0583140385075202,0.209890803055099,0.0127644262561683,6.21659797164908e-06,0.00361300151438365,0.0461284922260033,0.0437933230606163,3.34861368142307e-07,0.62548936392087
"X3d2bf709.b8ab.41c5.a8a0.dd42e7846c25",0.0867165643026133,0.231728210591437,0.0423401027397899,0.0131377608894794,0.03140026734547,0.0137603004527227,0.434192000594926,3.90563245700916e-07,0.146724402520316
"X3d31d7a9.76b8.41f4.a037.0dfe6a4ecb0c",0.109119018060057,0.188882163059144,0.00131556395681484,0.0173427704477787,5.52668617114938e-07,0.0163392547099441,0.39074833849975,1.4098896516541e-07,0.276252197608929
"X3d804011.ba3a.4999.9305.71b4680819b9",0.157199876258737,0.179933783351233,1.39494892528181e-06,4.42457523716183e-05,6.44004448088328e-06,0.0593492072664653,0.352064927583531,0.00582389091387954,0.245576233880376
"X3daeb643.20a6.4273.b1fc.eed2a3bb5a18",0.625707422009361,0.318896162132707,1.16542593044709e-06,1.02670074622796e-07,1.01472091104671e-07,0.0264775811887582,0.0289169620403874,9.74786543129791e-08,4.05582035971673e-07
"X3daf8160.42c5.41bf.b251.77fce23a4aab",0.0778834815251511,0.219806705001378,0.141905143797159,4.39325726497284e-05,0.0341498901274433,0.0294082215744339,0.209345962955338,4.75716840360327e-07,0.287456186729606
"X3ee530ee.274d.44de.9793.a75433ddf938",0.238438056056264,0.241605526333665,0.0306795727757359,0.00654956950663038,0.00877177430201061,0.144286433130323,0.173067410976079,1.02856351397289e-06,0.156600628355778
"X3ef3fd4b.ed5b.41e1.8096.c573cf609bd3",0.090681527604344,0.359034296312993,0.0142225518191187,0.0152139090441844,0.0027561091786537,0.0400641025871357,0.247491225769265,4.26079790714042e-07,0.230535851604515
"X3f32cdec.5a60.4147.b313.7c9a9dfefc78",0.0866592427733983,0.20665067623678,0.0416684285613627,0.000392440400217954,9.02021582524141e-07,0.0100624742359561,0.311094222176226,1.09092891496087e-07,0.343471504501586
"X3f3b6a7b.94f0.40a3.9f16.32bab2854678",0.0824313871521673,0.205829631390119,0.0507718611922578,0.0297134184731555,9.27915565233737e-05,0.0208585599139702,0.441281548756463,1.13600690003501e-07,0.169020687964653
"X3f4afc9c.562a.4ef4.a6cb.ff426357a614",0.226075904301455,0.146266548899636,0.00657808075006113,5.62037101498649e-07,1.67780166762671e-06,0.0564993197346583,0.212207812794948,0.00124597839875731,0.351124115281715
"X3f91fef1.b62c.4884.a882.c99bb6ca9613",0.0884792006963633,0.062939993236711,0.031633645288549,0.000179954694562631,5.42321995947719e-07,0.0039687643015953,0.618585058862187,0.00226830624867811,0.191944534349358
"X3f94086c.9e16.403e.b191.e03e9b6e3ce2",0.176468756814287,0.314704924074803,0.0101197073644294,0.0919649229905069,0.131821726943825,0.22618217914184,0.0422118097735634,4.79203025015906e-07,0.00652549369371898
"X3fab2674.2e00.4748.9d33.9e52631cebfd",0.0979215630652847,0.0951599336968079,0.0760178581270019,0.0659643450623705,0.162296334222672,0.0805630268769556,0.104606496934688,8.49025565447831e-05,0.317385539457675
"X3fd9c506.ed43.45db.bff4.6e968ac19564",0.0480132485271113,0.15402438276865,0.0825132971875594,7.13231028026126e-05,0.0100742325050785,0.00359690486963045,0.103672586305992,1.34893103813399e-07,0.598033889840072
"X3ffa2cdf.4a54.4362.a6cf.b0567ef69551",0.164748517312851,0.224531295506537,6.8827158051976e-07,0.0334645034020833,0.013902754263294,0.0302911229954106,0.427852310777187,0.000380090687385673,0.104828716783671
"X4066800d.0b9e.4263.ba24.cab271630e41",0.0860476785789935,0.255711351710984,7.37545766495367e-05,0.0113136293745768,0.0183106982589772,0.0399699293045081,0.323847600126062,0.000256308748397986,0.264469049320851
"X40a31ab3.71fa.4f7b.a3b1.22e15ff0f358",0.0867697178295992,0.0430612891865687,0.00301169486391143,1.36329623956986e-06,5.51355575528352e-07,0.0144471215738887,0.343649235118762,7.2338616324779e-05,0.50898668815913
"X40a4fc74.f345.4940.be5c.249013782e4f",0.139462534984564,0.0951580580656534,0.0202958486225549,0.00268105965853267,1.86576182936407e-07,0.00943769894351496,0.404802183427982,1.61697653275552e-07,0.328162268023361
"X412b96f4.4463.49ab.aee6.78b3859e7b70",0.140686665772083,0.568225341117315,4.53001239413866e-07,0.00521029294116712,2.11960583193145e-07,0.0239009105237843,0.234533566508176,7.86452853246603e-05,0.0273639128903277
"X4152a167.7b5f.4415.81f8.b22732cc6ef7",0.155383679648789,0.125899825713789,0.283227312783051,2.7006525348096e-05,0.0207144466516789,0.0096095881719635,0.273142610435867,4.69637419975851e-06,0.131990833695314
"X41bdc474.8e6e.4f39.98ec.6d73ee41837c",0.0687464443424811,0.216635297223101,0.122767122975814,3.65796036396861e-07,0.0842691434155416,0.091135279464712,0.128863968890432,0.0288979099574196,0.258684467934462
"X420197bd.db07.4df9.8f72.3d7d509ae1d0",0.0308338881388509,0.327862833407528,0.0469938656492005,3.29247849572674e-06,0.000100249655881096,0.0416696366812885,0.40415311780373,2.56984338686349e-07,0.148382859200686
"X42b32308.71f1.4f21.935f.7e4e5751e332",0.062075860563373,0.350024975510881,0.0555868761903498,0.00607585815610292,0.010470245276766,0.0502693217640933,0.159295772482161,3.12814426440087e-07,0.306200777241847
"X42cc31fb.3bc2.4d21.b821.2d05aca800e7",0.201880403569037,0.178023430060379,0.00687289492353353,0.0124455935798515,0.00505200124699158,0.0346348363778994,0.5303334238303,0.0250874627925362,0.0056699536194722
"X42ed2e82.e41d.4e2e.8bf3.8dfc324b040f",0.0387932067793634,0.0215956550572198,0.100073464512559,0.000108324033463085,0.0553452692160857,0.0280496370673459,0.292382815934048,2.48980416315587e-07,0.463651378419499
"X42fe2b41.93aa.4738.988e.66239bef2ec7",0.0523455946191738,0.237169933962039,0.0238170186222919,0.00104566024626149,0.0097410927103627,0.044033898367457,0.111311172047059,0.000864666850650426,0.519670962574705
"X4331397f.eaf9.4e43.8fa2.e30ad3643aca",0.0603282887983536,0.214463872171619,0.000136684447803065,5.11593654175164e-06,5.83331443180012e-07,0.0374752324490434,0.286317842305233,1.93244699103093e-07,0.401272187315264
"X4387a2a8.5011.44c4.8027.61d5ab3792a0",0.110315584853002,0.118337410080422,0.031707583593165,0.00219398240606146,0.0575947627843314,0.029169852177637,0.0706848159955607,0.000800137267197629,0.579195870842623
"X43c4bdc2.b3fc.4fb0.9f11.f45394c4256b",0.0888333973394521,0.266986685145484,0.187138579297893,2.12643861809392e-06,0.0248237818246271,0.0200381634405766,0.268620856496085,9.24704306097531e-07,0.143555485312958
"X43d15c49.f348.48a8.b00f.7f6a7b605a04",0.130301024536871,0.156445984364782,0.0227369028635867,0.012517414147824,0.000691165139236104,0.00972810276180293,0.368605315000973,3.56014920602264e-07,0.298973735170004
"X444d0a78.82fe.4a80.9b41.d7daf98506ca",0.104418216653757,0.189578795353662,0.0215186739393892,1.16648678447208e-06,0.0195528614521293,0.128209888996348,0.214273305816338,0.0588333839599275,0.263613707341664
"X4497500a.5721.4d7a.8ed9.1ba7b42fb6ab",0.293408745604001,0.292226469089317,4.91650153487672e-07,0.0120412238515187,2.38435347418196e-07,0.0174982839869695,0.384824223359403,7.87379190887555e-08,2.45285370053989e-07
"X44beea06.28a7.490a.b6bb.4e023230e51c",0.0549128156204599,0.139694693472418,0.00257250613306431,0.0133804373975402,0.032922944538708,0.0129307349391732,0.405648565705885,0.000493919601415759,0.337443382591336
"X44df0b54.867f.4aef.8769.5d3fa8887b94",0.0945306662470409,0.231474502118284,4.98130812685951e-07,0.0116836917235064,1.93928744828796e-06,0.00641187668664684,0.505451406290812,1.18059364501285e-07,0.150445301456085
"X45312cc1.6a70.441f.9711.85dcc224bb98",0.216400354398706,0.236231201971508,0.000237147556026629,0.0245025668917211,0.011338182409915,0.0155960260697139,0.4956853388344,7.89891193615533e-06,1.28295607260597e-06
"X4541a5e4.240b.466d.bbc4.3904581490f3",0.0737558019776881,0.1059349228813,0.0320327485561874,0.000634379625070555,0.00873374028708323,0.00713103235200768,0.576965563036743,8.21056728116048e-07,0.194810990227193
"X45472a71.92d9.4492.9647.f1e8adb9cdea",0.0951423996126531,0.433974964298665,1.2807208067628e-06,0.0246864345744662,0.00124489395916233,0.0325034349471599,0.269410629739168,8.80208247262758e-07,0.143035081939671
"X458ad47a.9fbc.4508.8ff5.5a8e5c71ae6a",0.131844834072515,0.250451674912159,0.103660762172257,0.00209016362811503,0.0350994772712153,0.0635028630497697,0.180890802207179,0.0315829971251909,0.200876425561598
"X4591685a.dc4c.4049.aced.8278c715c890",0.0971288305475291,0.0452167862576729,0.0546849856552664,3.68513938901549e-07,0.0490416616760034,0.0568752995257273,0.359097927810829,0.0287246967122695,0.309229443300764
"X45f837c9.6b9e.4eed.ba56.9715b4a0356d",0.125686954735945,0.283846111861536,0.0119507678706806,0.00820091229375669,0.00313797469415905,0.0276618379801911,0.444540399074015,1.28226675092068e-06,0.0949737592229657
"X4614147d.8f49.42b0.a43d.3ef88e6f0af4",0.0353968285500673,0.0392252078401784,2.2386701730036e-06,0.000924899977278779,3.33114407538549e-07,0.0157119091297346,0.641285929007837,6.68858750973038e-07,0.267451984851573
"X465928c5.ab56.46ff.acb5.76e36c97ebda",0.105040243760045,0.173604047856446,0.243850125597465,1.6523318404542e-06,0.025808529621595,0.0192526090971546,0.265932201318797,3.03357236808661e-07,0.166510287059421
"X4665ff5e.adb6.4b88.8a42.cb25c4fda0a0",0.0727009875682773,0.437588301743169,0.0642965963885953,0.0311481323784137,0.0144120573872218,0.0162003457072019,0.188004612451453,0.000214485969756481,0.175434480405911
"X466a4121.0583.47ee.9d54.1f1c2d47e381",0.295109533200423,0.239161451649682,0.00824231291645731,0.0107103646433696,5.12948810538317e-07,0.0236590660647733,0.423116117065232,8.90062212472038e-08,5.52505031921684e-07
"X467bd108.f391.4dd1.92de.43879822400d",0.238040901704325,0.116065809756892,0.0294355852709377,0.013511749549579,6.00439981641344e-07,0.00309348463947144,0.599851364554085,2.97629502905362e-07,2.06455225143921e-07
"X46cdbe65.5610.4903.9452.518fd6d5787d",0.246027587812048,0.170537536978886,0.0286017742890238,0.0427463051289878,0.0763092611598786,0.14606781922478,0.175599145556067,0.00416298710275398,0.109947582747574
"X470b6305.67ca.487c.b9b1.9b74f673f9fd",0.0942272774271769,0.215546538068189,0.013411324400835,0.0413980884742308,0.00383971733521863,0.0134285777855288,0.602877795687989,2.40456892428363e-07,0.0152704403639383
"X47750d31.987c.48bc.b5a2.4872eecb0ed0",0.0810613012314938,0.0151140238711868,0.00860677191209034,1.20773087594201e-06,5.99305161749089e-07,0.0320293483029112,0.517758715744288,0.015222448920369,0.330205582981624
"X4796719b.2fa2.40ee.9fa9.6a8caa703823",0.0839208840314534,0.0972158894483748,0.0474126514596397,0.00670618509949811,0.0108066130234361,0.0125495436483012,0.527861940679054,5.40390721207238e-07,0.213525752219522
"X47bdf86d.922f.4615.b7dc.8b19a0cbcf60",0.0519065931663918,0.325072853584983,3.48883574205497e-06,0.014771541832189,4.76299024573806e-07,0.0494995757433309,0.293813487594383,2.21982317254828e-07,0.264931760961638
"X47e6db9a.52b4.4a3b.8c5f.1cb8fa48f7ea",0.109220827101759,0.203359011059053,0.0934785337657044,0.00259670867638584,0.0631860195830328,0.0537445333865163,0.10506510271227,2.12351209446008e-07,0.369349051364069
"X48077485.61e6.4d16.a74c.ee216a9455f1",0.0459331473030381,0.437580665620012,0.0187071093552875,0.0124809095460042,7.89063860505686e-07,0.011910038996892,0.417170243087293,1.91176541123059e-07,0.0562169058510721
"X484b85c7.1102.4d34.89b8.8ce458b55d2b",0.447153995604234,0.33434991648772,0.0982054685549716,4.92276718066087e-07,2.17246725115752e-07,0.0156637991161561,0.0858206704438242,2.92654027557037e-07,0.0188051476156234
"X488d0d81.4872.4204.b8e8.745e64a35d65",0.08045317143206,0.207312827829543,0.0692855032087984,0.0112066279743082,0.0459081066658345,0.00717818761880123,0.209667205591039,1.59214340771165e-07,0.368988210465275
"X48c63209.a387.4045.8a24.7b9792db7623",0.223101039621536,0.313764684053634,8.36579457394215e-06,0.014227154750693,1.9559708795291e-05,0.00938818049427005,0.438679568292761,0.000810456356712054,9.90927024873746e-07
"X48e1886c.614d.4e2c.bf34.936fd82969c1",0.101093131975406,0.275418264521394,0.0351576578301551,0.00868267250391034,0.0466855950295859,0.0339289595947801,0.405738511824653,2.59993079185768e-07,0.0932949467270363
"X490dfd10.0c85.48a9.b4ce.22b4445ed504",0.0876831090577042,0.238125610451152,0.00770714183145789,0.00294237078531811,2.57946130527402e-07,0.0042848047778938,0.320482777153981,1.33150471607944e-07,0.338773794845891
"X4937e136.52e6.4c33.9f53.36ce2a94c09e",0.0597463076297252,0.00281547449925986,0.218831507244817,0.000596250516050224,0.0298655043135375,2.69721578858271e-06,0.18524292291219,6.45539924546842e-07,0.502898690128707
"X493a8b0a.11ea.4f37.8149.3825aaa04fe4",0.094004931463627,0.16506105063124,0.0990728749521988,0.041233826564606,0.0935671756561492,0.115323624750145,0.117259721866783,0.029668573892601,0.24480822022265
"X49563aad.aeb3.4a9b.8849.a60c119cbaa4",0.11784147066181,0.312549829833914,9.6413018769766e-07,0.00559860555428667,0.0270945996747124,0.195293569250721,0.127302279142339,0.0137329199796198,0.200585761772408
"X49e0a55e.cd18.438c.890a.f14c6d149743",0.128387821487779,0.0954317356430801,0.018699527043823,0.0129670540680385,2.17334950630905e-06,0.00807526573225971,0.59234993186326,1.79715254760512e-07,0.144086311096999
"X49e456c9.c47b.4663.bf6f.9f8f4e4e71a5",0.356900199842876,0.256437881456258,4.23424645115495e-07,0.000853495027575056,3.11518426462308e-07,0.0542558867228125,0.318492611312309,0.00117144246130987,0.0118877482337875
"X49ec7f30.d687.4124.a3aa.17bffb48ce26",0.0651517395236356,0.0599052584030471,0.240548637940108,0.000250421306890199,0.117542502937248,0.026349880266702,0.166654735987602,2.72747729732293e-07,0.323596550887038
"X4a88d54f.c88c.4ffd.84c9.069b53f2cb28",0.0689938639034585,0.0687612965897019,0.035501227908059,1.94164908521456e-07,1.58685544789828e-07,0.000810809109435222,0.510843226961663,1.27604856324553e-07,0.315089095072372
"X4ab26a32.f816.4aee.9130.12a0b3604db0",0.0573694268971084,0.0204157991748062,0.0302830763913654,0.0198887704643285,0.0145469708054863,0.0188603687179725,0.38467421020991,1.04098583066548e-06,0.453960336353192
"X4abd29b3.0a83.41d3.a741.bcc5b6d2f98a",0.154800300413836,0.186806023159343,4.32989960306909e-06,0.00674704413065943,4.13359625572348e-07,0.00626474680873565,0.64537603819755,8.02618237423546e-07,3.01412410002128e-07
